Date,High,Low,Open,Close,Volume,Adj Close
2009-12-31,59.630001068115234,58.72999954223633,59.61000061035156,58.72999954223633,811700.0,45.589317321777344
2010-01-04,59.650001525878906,58.939998626708984,59.220001220703125,59.34000015258789,822900.0,46.062808990478516
2010-01-05,59.4900016784668,57.38999938964844,59.18000030517578,58.11000061035156,2352700.0,45.108028411865234
2010-01-06,57.9900016784668,57.20000076293945,57.81999969482422,57.34000015258789,1685500.0,44.51030349731445
2010-01-07,57.13999938964844,56.18000030517578,57.08000183105469,56.790000915527344,1939600.0,44.0833854675293
2010-01-08,57.619998931884766,56.599998474121094,56.70000076293945,57.54999923706055,1332500.0,44.67333221435547
2010-01-11,57.90999984741211,57.220001220703125,57.5,57.720001220703125,1227300.0,44.80527877807617
2010-01-12,57.63999938964844,56.790000915527344,57.470001220703125,56.9900016784668,1425700.0,44.238616943359375
2010-01-13,57.470001220703125,56.34000015258789,57.0,57.31999969482422,1513300.0,44.494773864746094
2010-01-14,57.880001068115234,57.02000045776367,57.02000045776367,57.619998931884766,818100.0,44.727657318115234
2010-01-15,58.11000061035156,57.22999954223633,57.5099983215332,57.720001220703125,1592400.0,44.80527877807617
2010-01-19,58.470001220703125,57.63999938964844,57.70000076293945,58.130001068115234,1061200.0,45.12355041503906
2010-01-20,57.849998474121094,56.88999938964844,57.529998779296875,57.779998779296875,1157700.0,44.85185623168945
2010-01-21,58.369998931884766,56.97999954223633,57.689998626708984,57.630001068115234,1659200.0,44.73542022705078
2010-01-22,58.150001525878906,57.2400016784668,57.709999084472656,57.349998474121094,1558100.0,44.51807403564453
2010-01-25,57.849998474121094,56.790000915527344,57.4900016784668,57.459999084472656,1167300.0,44.603450775146484
2010-01-26,57.59000015258789,56.939998626708984,57.189998626708984,57.099998474121094,1347100.0,44.32401657104492
2010-01-27,57.599998474121094,56.619998931884766,56.83000183105469,57.459999084472656,881300.0,44.603450775146484
2010-01-28,57.63999938964844,56.20000076293945,57.63999938964844,56.540000915527344,1173200.0,43.889312744140625
2010-01-29,57.279998779296875,56.630001068115234,56.68000030517578,56.630001068115234,1527800.0,43.95918655395508
2010-02-01,57.650001525878906,56.689998626708984,56.84000015258789,57.400001525878906,981500.0,44.5568962097168
2010-02-02,57.540000915527344,56.68000030517578,57.2400016784668,57.41999816894531,1470300.0,44.57240676879883
2010-02-03,54.380001068115234,51.5,52.84000015258789,53.540000915527344,8727300.0,41.56055450439453
2010-02-04,53.95000076293945,52.66999816894531,53.310001373291016,53.25,3974300.0,41.33544158935547
2010-02-05,54.08000183105469,51.15999984741211,53.15999984741211,52.439998626708984,2833000.0,40.7066764831543
2010-02-08,52.970001220703125,52.0099983215332,52.650001525878906,52.08000183105469,2046300.0,40.427223205566406
2010-02-09,53.68000030517578,52.11000061035156,52.63999938964844,52.66999816894531,2709800.0,40.88520431518555
2010-02-10,52.5099983215332,51.310001373291016,52.0,51.84000015258789,1904200.0,40.24091720581055
2010-02-11,53.29999923706055,51.459999084472656,51.630001068115234,53.099998474121094,2533300.0,41.2190055847168
2010-02-12,52.70000076293945,51.68000030517578,52.470001220703125,52.119998931884766,2414800.0,40.45826721191406
2010-02-16,53.290000915527344,52.38999938964844,52.38999938964844,52.75,1511000.0,40.94731140136719
2010-02-17,53.43000030517578,52.56999969482422,53.04999923706055,53.0,1345300.0,41.14138412475586
2010-02-18,53.08000183105469,52.77000045776367,53.04999923706055,52.900001525878906,1032000.0,41.06373977661133
2010-02-19,53.970001220703125,52.779998779296875,52.779998779296875,53.5,1768100.0,41.52949905395508
